Gene ID	Gene Name	SRR1027602	SRR1027592	SRR1027598	SRR1027591	SRR1027600	SRR1027596	SRR1027601	SRR1027599	SRR1027605	SRR1027604	SRR1027595	SRR1027594	SRR1027593	SRR1027597	SRR1027603	SRR1027606
ENSG00000253707		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253708		0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000253709	IGHV1-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253710	ALG11	81	108	104	132	88	107	92	113	115	65	122	40	36	119	51	124
ENSG00000253711		0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1
ENSG00000253712	LINC02886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253713		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253714	IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253715		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253716	MINCR	68	106	64	87	58	64	68	61	111	107	70	127	105	62	94	127
ENSG00000253717		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253719	ATXN7L3B	3540	3377	2879	3310	3706	3762	3508	3606	4820	4456	3815	2430	2466	2825	4459	5086
ENSG00000253720		0	1	1	0	1	0	0	1	0	4	1	0	0	0	1	1
ENSG00000253721	SUMO2P20	0	2	0	1	2	0	0	1	1	1	0	0	0	0	0	0
ENSG00000253722		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253723		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253725		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253726		0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
ENSG00000253728		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253729	PRKDC	2502	4687	2705	4816	1968	2520	2503	2073	3409	2579	2525	3087	3090	2725	2648	3424
ENSG00000253730		6	3	2	3	3	2	5	4	9	4	1	5	8	1	16	5
ENSG00000253731	PCDHGA6	21	5	7	8	13	3	20	10	11	17	2	14	17	5	23	7
ENSG00000253732	IGKV2-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253733	LZTS1-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253734	LINC01289	6	1	0	6	3	2	2	6	1	6	3	6	1	2	3	4
ENSG00000253735		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253736		0	1	0	1	0	1	2	1	1	0	2	0	0	0	0	2
ENSG00000253737		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253738	OTUD6B-AS1	437	473	343	518	504	440	422	510	659	504	468	270	282	350	513	644
ENSG00000253739	RNU6-323P	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000253740		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253741	LNCOC1	5	1	3	4	13	4	5	14	14	7	8	2	0	3	4	6
ENSG00000253742	IGHV3-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253743	MARK2P11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000253744		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253745		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253746		0	1	0	0	1	1	0	0	0	0	3	0	0	0	3	0
ENSG00000253747	IGHVII-62-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253748	CYP4F44P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253749		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253750		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253752	IGLVI-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253754		0	2	0	2	0	0	1	0	0	1	0	1	0	0	2	0
ENSG00000253755	IGHGP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253756	CARS1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253759	IGHV3-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253760		1	2	3	2	1	4	2	3	1	0	0	1	0	1	1	3
ENSG00000253762		2	0	2	0	0	2	3	5	5	2	1	1	3	2	1	4
ENSG00000253763	IGHV3-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253764		22	89	21	78	27	13	26	24	18	69	16	39	40	25	63	16
ENSG00000253765	IGKV2D-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253766		1	0	0	0	1	1	0	0	0	2	0	1	1	1	1	1
ENSG00000253767	PCDHGA8	1	0	16	4	1	3	2	0	7	3	6	4	6	22	3	12
ENSG00000253768		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253770	HMGB1P23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253771	TPTE2P1	24	10	9	21	28	15	26	25	19	17	25	3	7	9	28	19
ENSG00000253772		1	0	0	0	0	0	0	1	0	2	1	1	0	1	1	0
ENSG00000253773	C8orf37-AS1	0	1	0	0	0	1	1	1	0	3	0	0	1	0	3	0
ENSG00000253774		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253775		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253776		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253777		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253778		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253779	IGLVVI-25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253780	IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253781	ZNF317P1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000253782		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253783		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253784		1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000253785		27	32	15	28	23	27	37	25	41	52	21	49	52	25	47	52
ENSG00000253786	IGLV3-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253787	LINC02219	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000253789	NARS1P2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253790		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253792		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253793		1	3	1	1	2	0	2	1	3	6	2	2	3	3	2	0
ENSG00000253794	IGLV10-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253795	MTND1P5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253796		1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000253797	UTP14C	126	142	130	157	109	148	104	108	164	81	145	52	55	139	105	133
ENSG00000253798		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253799	LINC01030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253800		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253801		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253802	SIRLNT	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253803		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253805		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
ENSG00000253806		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253807	LINC01170	2	2	0	5	3	0	1	0	4	0	0	3	4	0	3	3
ENSG00000253808	IGHVII-46-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253810	PSAT1P1	14	3	9	4	9	0	13	5	5	1	3	5	1	14	4	4
ENSG00000253811		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253813	COX6B1P4	1	81	0	97	0	0	1	1	2	0	0	0	1	0	1	0
ENSG00000253814	MRPS36P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253816	GUSBP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253817		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253818	IGLV1-41	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253819	LINC01151	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000253820	IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253821		0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000253822	IGLV3-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253823	IGLV1-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253824		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253825		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253826	WBP1LP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253828	MTND2P38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253829		0	0	0	1	0	0	1	1	0	1	0	0	2	0	2	0
ENSG00000253831	ETV3L	1	1	0	0	0	0	0	0	2	0	0	1	2	0	0	1
ENSG00000253832		1	1	0	2	1	2	1	1	3	2	2	0	1	0	3	3
ENSG00000253833	DSTNP3	0	1	1	0	0	2	1	1	3	0	1	0	0	0	2	4
ENSG00000253834		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253836		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253837		0	2	11	1	4	1	2	3	7	13	1	13	21	15	25	4
ENSG00000253838		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253840		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253841		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253842		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253843		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253844		4	3	1	1	1	3	0	1	3	0	1	2	0	0	2	1
ENSG00000253845		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253846	PCDHGA10	33	36	327	28	51	488	29	47	145	465	446	144	159	282	486	166
ENSG00000253848		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253849		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253851		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253852		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253853		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253854		9	26	22	19	7	14	18	7	14	55	13	47	31	12	56	24
ENSG00000253855		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000253857		0	0	0	1	0	0	0	0	0	0	1	2	1	0	1	1
ENSG00000253858		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000253859		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253860	IGKV3-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253861	SLC2A3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253862	IGHVIII-47-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253865		1	1	2	0	0	2	0	2	1	1	0	0	1	0	0	2
ENSG00000253866	TMEM97P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253868	FER1L6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000253869	PIGFP1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0
ENSG00000253870	IGKV1-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253871		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253872		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253873	PCDHGA11	18	22	23	32	15	3	10	12	15	81	8	109	85	29	81	18
ENSG00000253874	IGLVIV-66-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253875		0	0	0	1	0	0	0	0	0	1	0	0	5	0	1	0
ENSG00000253877	LINC01608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253878		12	15	10	13	12	15	15	13	4	11	10	7	7	21	5	18
ENSG00000253879		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253880		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253881		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253882		0	1	0	1	1	2	0	2	2	0	1	0	1	2	1	4
ENSG00000253883	IGHV3-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253884		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253885	ARF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253886		8	2	7	8	7	8	6	5	9	6	6	13	7	5	9	11
ENSG00000253887		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253888		2	0	0	0	0	0	1	0	1	8	0	3	4	0	8	2
ENSG00000253889	IGLVI-38	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000253891		1	0	1	1	0	0	3	2	3	5	2	2	2	1	2	0
ENSG00000253892		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253893	FAM85B	1	7	0	2	6	8	3	2	3	3	2	3	2	3	4	1
ENSG00000253894		0	0	1	0	0	1	0	2	4	1	1	5	1	0	1	2
ENSG00000253895	IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253896		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253897		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253898	LINC01419	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000253899		0	2	0	0	2	0	0	0	0	0	1	1	0	1	1	1
ENSG00000253900	CDH12P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253901		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000253903		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253906	IGKV2D-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253907		0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
ENSG00000253908		2	0	0	1	0	1	0	0	0	2	0	5	2	0	3	1
ENSG00000253910	PCDHGB2	12	21	14	15	8	24	10	9	22	18	22	16	11	27	25	23
ENSG00000253911		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000253912		0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000253913	IGLV3-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253915	MAPRE1P1	3	2	4	1	0	2	1	1	2	0	2	2	2	1	2	3
ENSG00000253916	MTCO1P49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253917		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253919	THAP12P7	29	33	23	27	15	19	14	20	37	21	17	14	12	22	21	34
ENSG00000253920	IGLV3-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253921		3	5	4	8	0	2	1	5	7	1	0	0	0	5	1	7
ENSG00000253923		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253924		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253925		0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000253926		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253927		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253930	TNFRSF10A-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000253931		0	4	1	2	1	2	1	2	2	6	1	6	3	2	11	2
ENSG00000253932		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253934	MRPL49P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253935	IGLVIV-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253936	IGHV3-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253937	NATP	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253939		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253940		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253941	IGHVII-51-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253942		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253943	KRT18P37	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0
ENSG00000253944		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253945		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253946		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253947		0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0
ENSG00000253948	VPS13B-DT	32	76	46	83	38	73	38	56	61	89	60	71	77	43	85	52
ENSG00000253949		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253951	CCT3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253952	HIGD1AP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253953	PCDHGB4	19	20	740	17	30	124	12	20	160	36	149	94	98	719	37	160
ENSG00000253954	HMGN1P38	30	54	52	44	27	35	42	37	44	37	39	48	39	41	55	60
ENSG00000253955		4	4	0	4	0	4	0	6	4	20	2	6	1	6	14	2
ENSG00000253956		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253957	IGHV3-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253958	CLDN23	1	2	1	2	5	2	2	2	4	4	1	3	4	4	1	1
ENSG00000253959	LINC01863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253960		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253961		0	5	7	2	0	0	1	2	0	1	0	3	1	1	3	0
ENSG00000253963	IGLV3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253964	RPL31P40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253965		3	1	2	1	6	5	4	7	3	5	4	1	1	0	7	5
ENSG00000253966		1	1	6	3	1	1	0	1	5	2	3	2	2	3	2	3
ENSG00000253967		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000253968		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253970	MTND2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253971	CDC42P3	1	2	0	3	2	1	0	1	2	2	1	1	1	1	1	2
ENSG00000253972	MAL2-AS1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000253973		0	2	0	1	1	7	2	1	1	0	9	2	1	6	2	4
ENSG00000253974	NRG1-IT1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253975		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000253976		0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000253977	MTCO2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253978	CTB-178M22.2	1	3	2	7	2	4	2	3	3	1	4	2	1	1	3	7
ENSG00000253979		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253980		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253981	ALG1L13P	1	3	7	0	1	1	0	2	7	3	3	1	1	2	4	1
ENSG00000253982		60	97	86	92	32	73	33	56	98	45	57	36	46	109	74	70
ENSG00000253983		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253985		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253986		0	6	2	3	0	2	3	2	4	1	2	0	0	3	0	3
ENSG00000253988		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253989	IGHVIII-38-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253991		19	19	14	22	8	20	15	12	24	21	16	22	17	22	9	31
ENSG00000253992		0	1	0	1	0	0	0	3	1	1	1	0	0	0	1	0
ENSG00000253993		1	3	0	1	0	0	0	2	1	0	0	0	0	1	1	3
ENSG00000253994	NDUFB9P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253995	RPL10P18	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000253997		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253998	IGKV2-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253999	IGKV3D-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254000		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254002		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254003	SRI-AS1	0	2	0	1	1	2	1	1	3	0	1	0	0	2	2	2
ENSG00000254004	ZNF260	665	903	584	958	627	736	650	609	933	688	686	415	425	578	653	990
ENSG00000254006		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000254007		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254008	LINC00051	1	1	0	0	1	0	0	0	1	1	1	2	1	0	1	0
ENSG00000254009	IGKV2D-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254011		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254012	RPL10P8	3	0	0	0	0	0	1	0	0	3	0	0	0	2	1	2
ENSG00000254013	MAP2K1P1	13	18	13	20	10	13	8	13	21	13	14	9	13	20	20	28
ENSG00000254014		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254015	MTND4LP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254016	ALG1L10P	1	1	1	0	1	0	3	1	1	0	0	2	2	2	2	0
ENSG00000254017	IGHEP2	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0
ENSG00000254019		0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000254020		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254021		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254023	PKMP4	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	2
ENSG00000254024		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254025	BRIX1P1	6	7	6	8	8	3	8	5	8	4	9	8	7	6	8	14
ENSG00000254026		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254027		3	10	7	8	7	4	8	8	8	1	4	1	1	10	4	8
ENSG00000254028		0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	2
ENSG00000254029	IGLC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254030	IGLC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254031		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254033		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254034	INTS9-AS1	1	1	2	4	2	1	0	3	0	8	1	8	12	1	6	0
ENSG00000254035		6	2	8	3	6	4	11	7	12	4	4	2	3	7	4	6
ENSG00000254036	IGHVIII-67-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254037		0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000254038		0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0
ENSG00000254039		0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0
ENSG00000254040		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254041		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254042	SLIT3-AS2	0	0	0	4	0	4	0	2	1	15	4	5	2	0	8	0
ENSG00000254043		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000254044		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254045	IGHVIII-22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254046	IGHV1-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254047		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254048		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254049	NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254050		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254051		0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
ENSG00000254052	IGHVIII-67-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254053	IGHVIII-5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254054		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254055		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254056	IGHV3-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254057		0	1	0	0	2	1	1	0	1	0	0	0	2	0	0	0
ENSG00000254060		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254061		0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ENSG00000254063	DUXAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254064		21	20	14	21	14	19	15	12	44	62	18	58	61	27	60	33
ENSG00000254065		3	5	3	2	3	3	1	2	1	4	1	2	2	3	7	7
ENSG00000254066	LINC01938	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000254067		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254069		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254070		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
